"","Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","Equity URL","Derivative URL"
"3865","2011-08-01","Mon","Working Day","Working Day","-","1","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm1AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo1AUG2011bhav.csv.zip"
"3866","2011-08-02","Tue","Working Day","Working Day","-","2","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm2AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo2AUG2011bhav.csv.zip"
"3867","2011-08-03","Wed","Working Day","Working Day","-","3","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm3AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo3AUG2011bhav.csv.zip"
"3868","2011-08-04","Thu","Working Day","Working Day","-","4","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm4AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo4AUG2011bhav.csv.zip"
"3869","2011-08-05","Fri","Working Day","Working Day","-","5","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm5AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo5AUG2011bhav.csv.zip"
"3870","2011-08-06","Sat","Holiday","Holiday","Weekend","6","AUG","2011","",""
"3871","2011-08-07","Sun","Holiday","Holiday","Weekend","7","AUG","2011","",""
"3872","2011-08-08","Mon","Working Day","Working Day","-","8","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm8AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo8AUG2011bhav.csv.zip"
"3873","2011-08-09","Tue","Working Day","Working Day","-","9","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm9AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo9AUG2011bhav.csv.zip"
"3874","2011-08-10","Wed","Working Day","Working Day","-","10","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm10AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo10AUG2011bhav.csv.zip"
"3875","2011-08-11","Thu","Working Day","Working Day","-","11","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm11AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo11AUG2011bhav.csv.zip"
"3876","2011-08-12","Fri","Working Day","Working Day","-","12","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm12AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo12AUG2011bhav.csv.zip"
"3877","2011-08-13","Sat","Holiday","Holiday","Weekend","13","AUG","2011","",""
"3878","2011-08-14","Sun","Holiday","Holiday","Weekend","14","AUG","2011","",""
"3879","2011-08-15","Mon","Holiday","Holiday","Independence Day","15","AUG","2011","",""
"3880","2011-08-16","Tue","Working Day","Working Day","-","16","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm16AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo16AUG2011bhav.csv.zip"
"3881","2011-08-17","Wed","Working Day","Working Day","-","17","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm17AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo17AUG2011bhav.csv.zip"
"3882","2011-08-18","Thu","Working Day","Working Day","-","18","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm18AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo18AUG2011bhav.csv.zip"
"3883","2011-08-19","Fri","Working Day","Working Day","-","19","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm19AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo19AUG2011bhav.csv.zip"
"3884","2011-08-20","Sat","Holiday","Holiday","Weekend","20","AUG","2011","",""
"3885","2011-08-21","Sun","Holiday","Holiday","Weekend","21","AUG","2011","",""
"3886","2011-08-22","Mon","Working Day","Working Day","-","22","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm22AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo22AUG2011bhav.csv.zip"
"3887","2011-08-23","Tue","Working Day","Working Day","-","23","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm23AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo23AUG2011bhav.csv.zip"
"3888","2011-08-24","Wed","Working Day","Working Day","-","24","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm24AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo24AUG2011bhav.csv.zip"
"3889","2011-08-25","Thu","Working Day","Working Day","-","25","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm25AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo25AUG2011bhav.csv.zip"
"3890","2011-08-26","Fri","Working Day","Working Day","-","26","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm26AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo26AUG2011bhav.csv.zip"
"3891","2011-08-27","Sat","Holiday","Holiday","Weekend","27","AUG","2011","",""
"3892","2011-08-28","Sun","Holiday","Holiday","Weekend","28","AUG","2011","",""
"3893","2011-08-29","Mon","Working Day","Working Day","-","29","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm29AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo29AUG2011bhav.csv.zip"
"3894","2011-08-30","Tue","Working Day","Working Day","-","30","AUG","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/AUG/cm30AUG2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/AUG/fo30AUG2011bhav.csv.zip"
"3895","2011-08-31","Wed","Holiday","Holiday","Ramzan ID","31","AUG","2011","",""
"3896","2011-09-01","Thu","Holiday","Holiday","Ganesh Chaturthi","1","SEP","2011","",""
"3897","2011-09-02","Fri","Working Day","Working Day","-","2","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm2SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo2SEP2011bhav.csv.zip"
"3898","2011-09-03","Sat","Holiday","Holiday","Weekend","3","SEP","2011","",""
"3899","2011-09-04","Sun","Holiday","Holiday","Weekend","4","SEP","2011","",""
"3900","2011-09-05","Mon","Working Day","Working Day","-","5","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm5SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo5SEP2011bhav.csv.zip"
"3901","2011-09-06","Tue","Working Day","Working Day","-","6","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm6SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo6SEP2011bhav.csv.zip"
"3902","2011-09-07","Wed","Working Day","Working Day","-","7","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm7SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo7SEP2011bhav.csv.zip"
"3903","2011-09-08","Thu","Working Day","Working Day","-","8","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm8SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo8SEP2011bhav.csv.zip"
"3904","2011-09-09","Fri","Working Day","Working Day","-","9","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm9SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo9SEP2011bhav.csv.zip"
"3905","2011-09-10","Sat","Holiday","Holiday","Weekend","10","SEP","2011","",""
"3906","2011-09-11","Sun","Holiday","Holiday","Weekend","11","SEP","2011","",""
"3907","2011-09-12","Mon","Working Day","Working Day","-","12","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm12SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo12SEP2011bhav.csv.zip"
"3908","2011-09-13","Tue","Working Day","Working Day","-","13","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm13SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo13SEP2011bhav.csv.zip"
"3909","2011-09-14","Wed","Working Day","Working Day","-","14","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm14SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo14SEP2011bhav.csv.zip"
"3910","2011-09-15","Thu","Working Day","Working Day","-","15","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm15SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo15SEP2011bhav.csv.zip"
"3911","2011-09-16","Fri","Working Day","Working Day","-","16","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm16SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo16SEP2011bhav.csv.zip"
"3912","2011-09-17","Sat","Holiday","Holiday","Weekend","17","SEP","2011","",""
"3913","2011-09-18","Sun","Holiday","Holiday","Weekend","18","SEP","2011","",""
"3914","2011-09-19","Mon","Working Day","Working Day","-","19","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm19SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo19SEP2011bhav.csv.zip"
"3915","2011-09-20","Tue","Working Day","Working Day","-","20","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm20SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo20SEP2011bhav.csv.zip"
"3916","2011-09-21","Wed","Working Day","Working Day","-","21","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm21SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo21SEP2011bhav.csv.zip"
"3917","2011-09-22","Thu","Working Day","Working Day","-","22","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm22SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo22SEP2011bhav.csv.zip"
"3918","2011-09-23","Fri","Working Day","Working Day","-","23","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm23SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo23SEP2011bhav.csv.zip"
"3919","2011-09-24","Sat","Holiday","Holiday","Weekend","24","SEP","2011","",""
"3920","2011-09-25","Sun","Holiday","Holiday","Weekend","25","SEP","2011","",""
"3921","2011-09-26","Mon","Working Day","Working Day","-","26","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm26SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo26SEP2011bhav.csv.zip"
"3922","2011-09-27","Tue","Working Day","Working Day","-","27","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm27SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo27SEP2011bhav.csv.zip"
"3923","2011-09-28","Wed","Working Day","Working Day","-","28","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm28SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo28SEP2011bhav.csv.zip"
"3924","2011-09-29","Thu","Working Day","Working Day","-","29","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm29SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo29SEP2011bhav.csv.zip"
"3925","2011-09-30","Fri","Working Day","Working Day","-","30","SEP","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/SEP/cm30SEP2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/SEP/fo30SEP2011bhav.csv.zip"
"3926","2011-10-01","Sat","Holiday","Holiday","Weekend","1","OCT","2011","",""
"3927","2011-10-02","Sun","Holiday","Holiday","Weekend","2","OCT","2011","",""
"3928","2011-10-03","Mon","Working Day","Working Day","-","3","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm3OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo3OCT2011bhav.csv.zip"
"3929","2011-10-04","Tue","Working Day","Working Day","-","4","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm4OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo4OCT2011bhav.csv.zip"
"3930","2011-10-05","Wed","Working Day","Working Day","-","5","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm5OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo5OCT2011bhav.csv.zip"
"3931","2011-10-06","Thu","Holiday","Holiday","Dasara","6","OCT","2011","",""
"3932","2011-10-07","Fri","Working Day","Working Day","-","7","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm7OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo7OCT2011bhav.csv.zip"
"3933","2011-10-08","Sat","Holiday","Holiday","Weekend","8","OCT","2011","",""
"3934","2011-10-09","Sun","Holiday","Holiday","Weekend","9","OCT","2011","",""
"3935","2011-10-10","Mon","Working Day","Working Day","-","10","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm10OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo10OCT2011bhav.csv.zip"
"3936","2011-10-11","Tue","Working Day","Working Day","-","11","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm11OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo11OCT2011bhav.csv.zip"
"3937","2011-10-12","Wed","Working Day","Working Day","-","12","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm12OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo12OCT2011bhav.csv.zip"
"3938","2011-10-13","Thu","Working Day","Working Day","-","13","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm13OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo13OCT2011bhav.csv.zip"
"3939","2011-10-14","Fri","Working Day","Working Day","-","14","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm14OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo14OCT2011bhav.csv.zip"
"3940","2011-10-15","Sat","Holiday","Holiday","Weekend","15","OCT","2011","",""
"3941","2011-10-16","Sun","Holiday","Holiday","Weekend","16","OCT","2011","",""
"3942","2011-10-17","Mon","Working Day","Working Day","-","17","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm17OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo17OCT2011bhav.csv.zip"
"3943","2011-10-18","Tue","Working Day","Working Day","-","18","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm18OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo18OCT2011bhav.csv.zip"
"3944","2011-10-19","Wed","Working Day","Working Day","-","19","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm19OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo19OCT2011bhav.csv.zip"
"3945","2011-10-20","Thu","Working Day","Working Day","-","20","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm20OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo20OCT2011bhav.csv.zip"
"3946","2011-10-21","Fri","Working Day","Working Day","-","21","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm21OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo21OCT2011bhav.csv.zip"
"3947","2011-10-22","Sat","Holiday","Holiday","Weekend","22","OCT","2011","",""
"3948","2011-10-23","Sun","Holiday","Holiday","Weekend","23","OCT","2011","",""
"3949","2011-10-24","Mon","Working Day","Working Day","-","24","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm24OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo24OCT2011bhav.csv.zip"
"3950","2011-10-25","Tue","Working Day","Working Day","-","25","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm25OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo25OCT2011bhav.csv.zip"
"3951","2011-10-26","Wed","Holiday","Holiday","Laxmi Puja*","26","OCT","2011","",""
"3952","2011-10-27","Thu","Holiday","Holiday","Diwali - Balipratipada","27","OCT","2011","",""
"3953","2011-10-28","Fri","Working Day","Working Day","-","28","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm28OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo28OCT2011bhav.csv.zip"
"3954","2011-10-29","Sat","Holiday","Holiday","Weekend","29","OCT","2011","",""
"3955","2011-10-30","Sun","Holiday","Holiday","Weekend","30","OCT","2011","",""
"3956","2011-10-31","Mon","Working Day","Working Day","-","31","OCT","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/OCT/cm31OCT2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/OCT/fo31OCT2011bhav.csv.zip"
"3957","2011-11-01","Tue","Working Day","Working Day","-","1","NOV","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/NOV/cm1NOV2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/NOV/fo1NOV2011bhav.csv.zip"
"3958","2011-11-02","Wed","Working Day","Working Day","-","2","NOV","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/NOV/cm2NOV2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/NOV/fo2NOV2011bhav.csv.zip"
"3959","2011-11-03","Thu","Working Day","Working Day","-","3","NOV","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/NOV/cm3NOV2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/NOV/fo3NOV2011bhav.csv.zip"
"3960","2011-11-04","Fri","Working Day","Working Day","-","4","NOV","2011","http://www.nseindia.com/content/historical/EQUITIES/2011/NOV/cm4NOV2011bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2011/NOV/fo4NOV2011bhav.csv.zip"
"3961","2011-11-05","Sat","Holiday","Holiday","Weekend","5","NOV","2011","",""
